	airplane-b	airplane-s	apartment-b	apartment-s	apple-b	apple-s	banana-b	banana-s	bar-b	bar-s	beach-b	beach-s	canary-b	canary-s	car-b	car-s	carrot-b	carrot-s	cat-b	cat-s	cathedral-b	cathedral-s	cheerfulness-b	cheerfulness-s	cherry-b	cherry-s	comb-b	comb-s	crow-b	crow-s	democracy-b	democracy-s	dog-b	dog-s	eggplant-b	eggplant-s	freedom-b	freedom-s	friendship-b	friendship-s	giraffe-b	giraffe-s	hammer-b	hammer-s	horse-b	horse-s	jealousy-b	jealousy-s	justice-b	justice-s	kiwi-b	kiwi-s	knife-b	knife-s	lawn-b	lawn-s	lettuce-b	lettuce-s	motorcycle-b	motorcycle-s	mountain-b	mountain-s	pain-b	pain-s	passion-b	passion-s	pencil-b	pencil-s	penguin-b	penguin-s	pineapple-b	pineapple-s	potato-b	potato-s	religion-b	religion-s	restaurant-b	restaurant-s	screwdriver-b	screwdriver-s	sea-b	sea-s	seagull-b	seagull-s	ship-b	ship-s	shop-b	shop-s	swan-b	swan-s	to_believe-b	to_believe-s	to_catch_sight_of-b	to_catch_sight_of-s	to_doubt-b	to_doubt-s	to_eavesdrop-b	to_eavesdrop-s	to_fear-b	to_fear-s	to_feel-b	to_feel-s	to_glimpse-b	to_glimpse-s	to_grab-b	to_grab-s	to_hate-b	to_hate-s	to_hear-b	to_hear-s	to_listen-b	to_listen-s	to_massage-b	to_massage-s	to_peep-b	to_peep-s	to_peer_at-b	to_peer_at-s	to_shout-b	to_shout-s	to_sing-b	to_sing-s	to_spot-b	to_spot-s	to_stroke-b	to_stroke-s	to_think-b	to_think-s	to_touch_lightly-b	to_touch_lightly-s	tomato-b	tomato-s	train-b	train-s	woods-b	woods-s	worry-b	worry-s	zebra-b	zebra-s
lawn-b	0.03200	0.04734	0.12315	0.11245	0.05732	0.13344	0.01047	0.02016	0.13029	0.11783	0.11173	0.13425	0.02696	0.03917	0.03616	0.04752	0.03607	0.08850	0.01261	0.01766	0.05135	0.08397	0.06214	0.05130	0.01438	0.04086	0.02109	0.04179	0.00000	0.02053	0.00897	0.02296	0.01653	0.01966	0.00856	0.04064	0.03074	0.04112	0.06584	0.07332	0.01685	0.04446	0.03457	0.05395	0.04945	0.04598	0.03986	0.04384	0.03201	0.07678	0.02398	0.11222	0.03247	0.04026	1.00000	0.83681	0.06247	0.18073	0.05295	0.03682	0.15514	0.15064	0.02294	0.02358	0.03509	0.04126	0.02993	0.04671	0.02556	0.03599	0.02194	0.06090	0.03018	0.03982	0.00000	0.03557	0.14585	0.13428	0.02320	0.03521	0.13407	0.11800	0.03215	0.03973	0.03722	0.06043	0.09623	0.13759	0.04090	0.03489	0.01247	0.04032	0.01659	0.02805	0.04807	0.04443	0.03522	0.01602	0.02778	0.02458	0.02744	0.01487	0.01622	0.02823	0.00000	0.01079	0.05611	0.05906	0.03322	0.01890	0.03826	0.02568	0.03472	0.05628	0.00827	0.01948	0.03105	0.03961	0.02059	0.02581	0.04012	0.02654	0.00754	0.02283	0.07090	0.06799	0.02786	0.02888	0.03845	0.06655	0.01743	0.06961	0.03135	0.04725	0.26441	0.17715	0.01974	0.03547	0.00572	0.00000
lawn-s	0.00877	0.05203	0.16659	0.16917	0.06342	0.16747	0.01452	0.02969	0.12846	0.12061	0.10507	0.14574	0.02493	0.05501	0.03547	0.07646	0.03687	0.10073	0.02429	0.02375	0.08480	0.12491	0.01045	0.00000	0.03158	0.05084	0.01950	0.04394	0.00761	0.02169	0.00829	0.00472	0.03227	0.04508	0.03561	0.07442	0.01422	0.00661	0.00518	0.00000	0.01870	0.03990	0.03370	0.05800	0.05589	0.06035	0.00491	0.00416	0.00000	0.01820	0.04436	0.15567	0.03533	0.04839	0.83681	1.00000	0.09715	0.22703	0.05696	0.03405	0.12615	0.14047	0.00000	0.00623	0.00000	0.00925	0.01703	0.03179	0.00473	0.01792	0.01937	0.07222	0.03986	0.04548	0.01359	0.01518	0.14375	0.13400	0.03465	0.05058	0.14084	0.13849	0.03530	0.03487	0.03657	0.04976	0.09584	0.13439	0.00000	0.02678	0.00000	0.00497	0.00614	0.00000	0.00000	0.00000	0.01303	0.00000	0.00571	0.00000	0.00725	0.00000	0.00000	0.01305	0.00000	0.01197	0.00000	0.01341	0.01474	0.00656	0.00000	0.00000	0.01189	0.03759	0.00000	0.00000	0.00000	0.01465	0.00000	0.01193	0.00824	0.00427	0.00000	0.01343	0.01589	0.01509	0.00606	0.00534	0.01053	0.03396	0.04029	0.12230	0.03382	0.03932	0.27483	0.22449	0.00000	0.00423	0.00000	0.00342
lettuce-b	0.00000	0.03249	0.02115	0.01962	0.18085	0.11493	0.15958	0.11896	0.01270	0.01733	0.00984	0.01769	0.00000	0.00754	0.01708	0.02963	0.60008	0.47560	0.00546	0.00000	0.00000	0.00000	0.00489	0.00000	0.16345	0.07978	0.02989	0.05109	0.00000	0.00000	0.00000	0.00000	0.00000	0.01498	0.47063	0.44491	0.01331	0.00000	0.00000	0.00781	0.02189	0.03171	0.03398	0.05957	0.08565	0.06166	0.00000	0.00000	0.00000	0.02046	0.14332	0.13316	0.07527	0.11505	0.06247	0.09715	1.00000	0.86291	0.03369	0.00981	0.02896	0.02412	0.00000	0.00000	0.00000	0.00000	0.02392	0.04122	0.00000	0.00000	0.21072	0.16071	0.39106	0.33806	0.00000	0.00000	0.02493	0.02761	0.04018	0.03893	0.04180	0.00393	0.00000	0.00350	0.02417	0.04731	0.01923	0.02011	0.00000	0.00570	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00515	0.00000	0.00000	0.00000	0.01121	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00668	0.02708	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01199	0.00000	0.01078	0.00000	0.00942	0.00000	0.00000	0.00000	0.00000	0.60871	0.52446	0.01629	0.03437	0.01282	0.03409	0.00000	0.00000	0.00000	0.00000
lettuce-s	0.02688	0.08104	0.07224	0.07061	0.21197	0.20869	0.16165	0.12236	0.02462	0.04284	0.02771	0.04484	0.02818	0.05626	0.04972	0.04311	0.56675	0.52028	0.00461	0.00881	0.00895	0.01336	0.02480	0.01923	0.17361	0.09676	0.04069	0.08333	0.00803	0.01502	0.00656	0.01680	0.02150	0.03164	0.52680	0.51925	0.01125	0.01962	0.03997	0.05365	0.02343	0.04114	0.05743	0.08833	0.11981	0.09225	0.02722	0.03208	0.02342	0.06482	0.16321	0.23035	0.07268	0.14021	0.18073	0.22703	0.86291	1.00000	0.06562	0.03938	0.04306	0.06113	0.01678	0.01725	0.01778	0.03385	0.03369	0.06191	0.00000	0.01317	0.20577	0.20970	0.38561	0.36675	0.00000	0.01802	0.04564	0.03040	0.05223	0.07072	0.05258	0.00996	0.01470	0.02809	0.04085	0.09085	0.03250	0.03272	0.00000	0.02746	0.00913	0.02950	0.00728	0.02053	0.03518	0.03251	0.01546	0.01172	0.02032	0.01799	0.01817	0.01088	0.01187	0.01033	0.00000	0.01895	0.04105	0.04625	0.00875	0.01037	0.02799	0.01879	0.01976	0.07093	0.00605	0.01425	0.02272	0.01739	0.01130	0.02361	0.01631	0.01942	0.00368	0.03037	0.04716	0.05638	0.01079	0.01268	0.03647	0.02519	0.60993	0.59705	0.04205	0.06015	0.02244	0.06515	0.01444	0.02260	0.00000	0.00451
motorcycle-b	0.26015	0.36206	0.09359	0.10703	0.03036	0.02755	0.03106	0.01919	0.12711	0.12236	0.07864	0.10388	0.05521	0.06168	0.66529	0.62393	0.03379	0.02692	0.01247	0.02619	0.07012	0.04692	0.08378	0.06062	0.03910	0.03232	0.04171	0.09154	0.00814	0.01739	0.02956	0.05296	0.06356	0.02798	0.02538	0.03376	0.03800	0.06186	0.13157	0.15279	0.00500	0.00776	0.05543	0.07601	0.14994	0.15399	0.07357	0.10113	0.08229	0.14598	0.00000	0.02882	0.07744	0.07801	0.05295	0.05696	0.03369	0.06562	1.00000	0.78788	0.07802	0.06008	0.05292	0.05439	0.05604	0.09643	0.04097	0.04706	0.00000	0.02327	0.02366	0.00000	0.03836	0.02161	0.01937	0.05681	0.14326	0.15378	0.05646	0.06963	0.08802	0.05160	0.01192	0.02397	0.30012	0.28727	0.10247	0.13348	0.00000	0.00391	0.02878	0.09302	0.02297	0.06472	0.11667	0.10782	0.04875	0.03696	0.06408	0.06211	0.07623	0.03431	0.03743	0.03256	0.00000	0.02773	0.12944	0.12191	0.02759	0.03271	0.08826	0.05924	0.06738	0.11233	0.02726	0.04494	0.07163	0.05482	0.03562	0.03721	0.06611	0.03993	0.00000	0.04104	0.11577	0.13354	0.04050	0.03998	0.06899	0.09303	0.06318	0.06576	0.38535	0.36530	0.01673	0.05375	0.04553	0.09615	0.00565	0.01279
motorcycle-s	0.32663	0.39738	0.09408	0.10294	0.01415	0.02787	0.01447	0.01677	0.06634	0.08067	0.04990	0.04790	0.04159	0.05515	0.69397	0.75782	0.01312	0.01568	0.02995	0.02497	0.06655	0.06308	0.08296	0.06378	0.01708	0.02696	0.03147	0.07432	0.02370	0.02195	0.02583	0.05509	0.10313	0.05434	0.00739	0.01124	0.07968	0.07258	0.12464	0.15299	0.01165	0.01694	0.02906	0.04777	0.16234	0.14416	0.08265	0.09614	0.06452	0.13436	0.01036	0.02266	0.06436	0.05286	0.03682	0.03405	0.00981	0.03938	0.78788	1.00000	0.05430	0.04374	0.04624	0.05917	0.05363	0.10802	0.02188	0.04112	0.00442	0.02631	0.00517	0.00990	0.01117	0.01214	0.02116	0.07327	0.07212	0.05926	0.03545	0.04660	0.06950	0.04215	0.02777	0.04421	0.26324	0.32824	0.07035	0.08989	0.02429	0.02730	0.02514	0.09521	0.02580	0.06462	0.09690	0.08955	0.04260	0.03230	0.06665	0.04955	0.06209	0.05396	0.04672	0.03658	0.01888	0.05406	0.11741	0.12084	0.02411	0.04083	0.07712	0.05176	0.06332	0.09635	0.03335	0.03927	0.07025	0.05931	0.03113	0.04367	0.08087	0.04685	0.00869	0.03586	0.11786	0.12765	0.04672	0.04991	0.08242	0.09318	0.02844	0.03474	0.38003	0.36082	0.02376	0.04049	0.03979	0.06622	0.00000	0.01011
mountain-b	0.14069	0.06886	0.20676	0.20538	0.03257	0.01436	0.00769	0.00731	0.30409	0.28204	0.29779	0.40715	0.02828	0.03995	0.07912	0.11863	0.01162	0.00000	0.01157	0.00884	0.17208	0.21593	0.07258	0.07656	0.03959	0.05182	0.02346	0.03910	0.00671	0.01794	0.06220	0.08427	0.02023	0.00866	0.02356	0.03183	0.05173	0.09844	0.08399	0.10629	0.05362	0.09601	0.06746	0.08170	0.03631	0.04901	0.04878	0.06740	0.07051	0.10841	0.01467	0.00713	0.02571	0.04729	0.15514	0.12615	0.02896	0.04306	0.07802	0.05430	1.00000	0.63359	0.03743	0.03984	0.05615	0.06886	0.04225	0.05932	0.02190	0.02880	0.02197	0.02718	0.00528	0.01338	0.01199	0.06696	0.36519	0.34048	0.01965	0.04217	0.20345	0.10969	0.13031	0.12691	0.14232	0.16714	0.24459	0.34831	0.03754	0.03383	0.03901	0.05921	0.01218	0.04005	0.07666	0.08402	0.05746	0.01961	0.04154	0.04011	0.04318	0.03518	0.02647	0.06909	0.00000	0.01584	0.08087	0.08242	0.06342	0.01735	0.05306	0.03142	0.03304	0.06122	0.01012	0.03708	0.05247	0.07755	0.02520	0.06317	0.04910	0.04095	0.01230	0.05587	0.07888	0.07432	0.06216	0.04595	0.05402	0.05336	0.04739	0.05490	0.06649	0.07632	0.25239	0.24087	0.03220	0.07140	0.00700	0.00000
mountain-s	0.06315	0.05380	0.14619	0.12247	0.04031	0.05096	0.00728	0.01556	0.23186	0.20258	0.19083	0.26029	0.03792	0.05881	0.05839	0.10788	0.00880	0.01402	0.06815	0.04463	0.11330	0.12122	0.03599	0.04348	0.02707	0.04647	0.00000	0.01898	0.02224	0.04076	0.00000	0.01477	0.08084	0.06011	0.01487	0.03013	0.07122	0.06212	0.03245	0.03397	0.09761	0.12268	0.03896	0.01719	0.09165	0.08590	0.01539	0.02344	0.02966	0.05473	0.03334	0.04220	0.00664	0.02611	0.15064	0.14047	0.02412	0.06113	0.06008	0.04374	0.63359	1.00000	0.05019	0.05722	0.03439	0.02317	0.00533	0.01021	0.06218	0.06895	0.03003	0.04813	0.00499	0.01628	0.02836	0.02852	0.28675	0.27080	0.01240	0.01736	0.16648	0.10776	0.04654	0.04836	0.07274	0.05753	0.19149	0.25299	0.07698	0.06252	0.02247	0.01557	0.00000	0.00542	0.01687	0.02807	0.02176	0.00000	0.01430	0.02215	0.03330	0.01378	0.00626	0.03542	0.00000	0.01999	0.00578	0.02880	0.03694	0.01368	0.00591	0.00000	0.00596	0.01690	0.00000	0.01254	0.00000	0.03670	0.00596	0.03239	0.03442	0.02673	0.01165	0.02885	0.05724	0.04830	0.05315	0.03346	0.01979	0.01063	0.03813	0.05017	0.06051	0.04816	0.19111	0.22256	0.00762	0.03710	0.06953	0.03424
pain-b	0.08292	0.06873	0.09019	0.06458	0.00000	0.00000	0.00000	0.00000	0.09960	0.06913	0.03533	0.02042	0.01347	0.01015	0.06389	0.00000	0.00000	0.00000	0.00980	0.02434	0.00000	0.00000	0.41331	0.45376	0.00000	0.00000	0.00000	0.01720	0.01599	0.00000	0.03486	0.06691	0.05140	0.00000	0.00000	0.00000	0.14563	0.15216	0.39199	0.39851	0.00000	0.00000	0.04031	0.02123	0.04485	0.02854	0.43846	0.52426	0.23389	0.19741	0.00000	0.00000	0.02450	0.03755	0.02294	0.00000	0.00000	0.01678	0.05292	0.04624	0.03743	0.05019	1.00000	0.81166	0.43591	0.55987	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.13135	0.19939	0.05147	0.03379	0.00000	0.03407	0.02251	0.05292	0.00000	0.00707	0.05153	0.06660	0.09063	0.09626	0.00000	0.00000	0.30704	0.30090	0.22829	0.23441	0.32953	0.32651	0.14784	0.10835	0.28608	0.35191	0.12037	0.11328	0.20177	0.18926	0.12616	0.09686	0.48558	0.45064	0.10071	0.05235	0.16059	0.09410	0.08996	0.12882	0.15915	0.18425	0.17411	0.18935	0.14404	0.14546	0.17152	0.04843	0.19343	0.18512	0.21169	0.15538	0.19871	0.16334	0.19592	0.14317	0.00000	0.00541	0.04386	0.05289	0.00000	0.01311	0.41041	0.46422	0.00000	0.00000
pain-s	0.09375	0.07983	0.05123	0.06638	0.00000	0.00000	0.00000	0.00000	0.08066	0.07080	0.02724	0.02548	0.01385	0.01490	0.07318	0.00879	0.00000	0.00466	0.00648	0.01732	0.00000	0.00000	0.45699	0.46920	0.00000	0.00000	0.00000	0.02525	0.00564	0.00000	0.02150	0.07861	0.07358	0.01696	0.00000	0.00000	0.15397	0.12671	0.47487	0.45655	0.00000	0.00672	0.03839	0.02009	0.06435	0.04190	0.43681	0.55658	0.19072	0.21640	0.00000	0.00000	0.02257	0.03639	0.02358	0.00623	0.00000	0.01725	0.05439	0.05917	0.03984	0.05722	0.81166	1.00000	0.48666	0.59475	0.00946	0.00000	0.00000	0.00711	0.00000	0.00000	0.00000	0.00000	0.12075	0.19113	0.04239	0.03474	0.00000	0.03310	0.02314	0.03497	0.00000	0.00830	0.06093	0.06973	0.07858	0.09982	0.00000	0.00000	0.25912	0.25682	0.17897	0.19452	0.25591	0.30150	0.11337	0.08449	0.27265	0.35635	0.12082	0.11508	0.19165	0.15829	0.09431	0.10086	0.49314	0.47686	0.09828	0.08132	0.15721	0.07914	0.14927	0.18524	0.12888	0.14677	0.14884	0.16276	0.10311	0.07733	0.19234	0.05808	0.15622	0.16416	0.23728	0.17601	0.18686	0.20622	0.19748	0.15914	0.00000	0.01430	0.05152	0.06019	0.00978	0.01926	0.44438	0.48305	0.00000	0.00000
passion-b	0.09367	0.07721	0.07793	0.06839	0.00000	0.00000	0.00000	0.00000	0.12786	0.09152	0.03976	0.02162	0.04518	0.03583	0.06225	0.00000	0.00000	0.00000	0.01297	0.02181	0.00000	0.00601	0.52667	0.44503	0.00000	0.00367	0.00000	0.02833	0.00000	0.00483	0.02215	0.08032	0.04763	0.00000	0.00000	0.00000	0.17797	0.16557	0.53105	0.48195	0.00000	0.00646	0.09807	0.06329	0.06650	0.08243	0.54149	0.55940	0.30569	0.27714	0.00000	0.00540	0.01415	0.07755	0.03509	0.00000	0.00000	0.01778	0.05604	0.05363	0.05615	0.03439	0.43591	0.48666	1.00000	0.69177	0.00000	0.00000	0.00631	0.00684	0.00000	0.00000	0.00000	0.00000	0.24192	0.22130	0.05214	0.03579	0.02093	0.07309	0.03709	0.02242	0.00496	0.01580	0.07181	0.07667	0.11427	0.14654	0.03472	0.01138	0.48606	0.42656	0.37086	0.34641	0.39757	0.43392	0.16527	0.14245	0.43446	0.49751	0.19526	0.18854	0.36060	0.28469	0.21054	0.17453	0.61282	0.47471	0.17886	0.09921	0.25198	0.12986	0.07304	0.09010	0.26389	0.25528	0.24282	0.26086	0.15891	0.12616	0.29910	0.13108	0.33366	0.30882	0.24543	0.19366	0.29949	0.25147	0.26728	0.20547	0.00000	0.00955	0.04645	0.05601	0.00522	0.01389	0.50778	0.58490	0.00000	0.00000
passion-s	0.16272	0.16555	0.10364	0.11617	0.00703	0.01846	0.00719	0.01367	0.13426	0.11107	0.04333	0.03673	0.02423	0.03154	0.12037	0.04458	0.00434	0.00000	0.00000	0.02480	0.02518	0.01392	0.64791	0.62992	0.00823	0.01530	0.00658	0.02906	0.00000	0.00671	0.03079	0.11964	0.06094	0.00540	0.00000	0.01302	0.27700	0.26793	0.69073	0.64655	0.00386	0.00000	0.07055	0.03935	0.09681	0.08485	0.73276	0.83078	0.39552	0.36939	0.00823	0.02168	0.03060	0.06264	0.04126	0.00925	0.00000	0.03385	0.09643	0.10802	0.06886	0.02317	0.55987	0.59475	0.69177	1.00000	0.01317	0.01815	0.00000	0.00475	0.00456	0.02951	0.00740	0.01251	0.15129	0.26294	0.08892	0.05416	0.00000	0.05743	0.03804	0.00779	0.00919	0.02465	0.10778	0.15911	0.13833	0.16627	0.00877	0.01054	0.45191	0.45979	0.30753	0.34368	0.47501	0.55913	0.24714	0.21263	0.43253	0.56249	0.21230	0.21437	0.29697	0.30144	0.18381	0.19626	0.74893	0.73143	0.17787	0.14598	0.32245	0.22943	0.14712	0.21346	0.26342	0.30214	0.28756	0.31872	0.22968	0.25223	0.32981	0.15709	0.26744	0.32173	0.32571	0.31321	0.32247	0.31394	0.32421	0.27176	0.00665	0.02478	0.10879	0.12325	0.01210	0.03003	0.57959	0.66625	0.00000	0.00282
pencil-b	0.04743	0.05362	0.03430	0.03005	0.05390	0.08108	0.02205	0.03145	0.00000	0.00780	0.00000	0.01076	0.02433	0.02903	0.05540	0.04104	0.02399	0.02390	0.00664	0.01522	0.00773	0.00000	0.00595	0.00000	0.06626	0.07824	0.20496	0.23384	0.02311	0.04941	0.00000	0.00000	0.01354	0.01656	0.02253	0.04708	0.00000	0.00000	0.00000	0.00000	0.00532	0.01377	0.23319	0.26704	0.05324	0.05467	0.01399	0.00000	0.00899	0.01659	0.01137	0.06063	0.23538	0.19756	0.02993	0.01703	0.02392	0.03369	0.04097	0.02188	0.04225	0.00533	0.00000	0.00946	0.00000	0.01317	1.00000	0.85577	0.02154	0.03499	0.01890	0.03395	0.03405	0.03371	0.00000	0.00000	0.00000	0.00000	0.24805	0.25170	0.01355	0.01912	0.00000	0.00709	0.03184	0.06974	0.04418	0.06520	0.00000	0.01387	0.00000	0.00000	0.01747	0.02462	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.04817	0.07308	0.03417	0.02477	0.05755	0.08862	0.00000	0.00436	0.00000	0.00000	0.00000	0.00000	0.00000	0.01317	0.00000	0.00000	0.02335	0.03476	0.00813	0.00000	0.00939	0.00000	0.01323	0.01967	0.04752	0.04582	0.00000	0.00000	0.04649	0.07492	0.07443	0.10507	0.02421	0.03682	0.01337	0.00000	0.00000	0.00482	0.02408	0.03373
pencil-s	0.05448	0.09652	0.05417	0.04534	0.05531	0.04848	0.05150	0.05960	0.00417	0.00717	0.00458	0.01059	0.00466	0.02457	0.08926	0.07587	0.05971	0.05246	0.00508	0.01813	0.01775	0.00883	0.00000	0.00000	0.02174	0.03415	0.27060	0.31583	0.00000	0.00709	0.00482	0.00617	0.00000	0.02600	0.04486	0.07866	0.00000	0.00000	0.00000	0.00000	0.02854	0.02531	0.26144	0.35241	0.08242	0.10167	0.03215	0.00000	0.00000	0.02858	0.01741	0.06582	0.28422	0.27139	0.04671	0.03179	0.04122	0.06191	0.04706	0.04112	0.05932	0.01021	0.00000	0.00000	0.00000	0.01815	0.85577	1.00000	0.02061	0.00335	0.04745	0.07685	0.05562	0.04911	0.00592	0.00000	0.01161	0.00000	0.27700	0.28095	0.02422	0.00000	0.00486	0.02552	0.06190	0.11548	0.09551	0.14632	0.01031	0.02707	0.00000	0.00000	0.04014	0.05655	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.11065	0.17109	0.06541	0.05691	0.13220	0.19836	0.00000	0.00501	0.00000	0.00000	0.00000	0.00000	0.00000	0.03530	0.00000	0.00000	0.05365	0.07985	0.00623	0.00781	0.01438	0.00372	0.03648	0.04519	0.07537	0.07018	0.00529	0.00466	0.09301	0.13881	0.08510	0.07796	0.05983	0.07544	0.02985	0.01134	0.00000	0.00000	0.00692	0.00298
penguin-b	0.01109	0.00000	0.16545	0.21002	0.00000	0.00343	0.00735	0.01572	0.00605	0.00693	0.01993	0.00683	0.35131	0.35800	0.00769	0.00000	0.00000	0.02654	0.48045	0.50695	0.00000	0.00000	0.00661	0.01463	0.00000	0.00348	0.01121	0.06037	0.46355	0.39207	0.05245	0.04474	0.43602	0.43216	0.00500	0.01901	0.07640	0.20488	0.00655	0.05013	0.53120	0.46028	0.01093	0.02682	0.42539	0.39724	0.00000	0.04469	0.11230	0.00921	0.00000	0.02727	0.00894	0.00753	0.02556	0.00473	0.00000	0.00000	0.00000	0.00442	0.02190	0.06218	0.00000	0.00000	0.00631	0.00000	0.02154	0.02061	1.00000	0.68485	0.00466	0.00000	0.00504	0.00730	0.00000	0.00000	0.00449	0.00452	0.00626	0.00526	0.05519	0.17249	0.39709	0.32526	0.00000	0.00387	0.00000	0.00000	0.56353	0.44960	0.00000	0.00000	0.00776	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.10860	0.00000	0.00000	0.00000	0.00000	0.00000	0.04290	0.00000	0.06180	0.01865	0.05250	0.01193	0.00572	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.05117	0.00000	0.00695	0.00540	0.00000	0.06189	0.27765	0.30638	0.00767	0.00676	0.00000	0.00000	0.00000	0.00000	0.00489	0.00000	0.38468	0.30145	0.00000	0.00000	0.72544	0.46532
penguin-s	0.09233	0.09786	0.14827	0.17858	0.00648	0.05201	0.00530	0.09882	0.00000	0.01971	0.08396	0.09242	0.36526	0.39419	0.02915	0.02769	0.00000	0.02108	0.39794	0.47283	0.02091	0.01233	0.01610	0.01585	0.03985	0.03859	0.00729	0.05086	0.52293	0.55900	0.03787	0.03231	0.37223	0.41530	0.02033	0.08443	0.06815	0.14945	0.00710	0.04001	0.39549	0.41158	0.01065	0.00940	0.35636	0.39644	0.00000	0.03132	0.08109	0.00997	0.00608	0.11908	0.00968	0.00816	0.03599	0.01792	0.00000	0.01317	0.02327	0.02631	0.02880	0.06895	0.00000	0.00711	0.00684	0.00475	0.03499	0.00335	0.68485	1.00000	0.00000	0.01543	0.02594	0.04945	0.00000	0.00347	0.01094	0.01101	0.01582	0.01329	0.11413	0.21414	0.44537	0.56001	0.07366	0.06920	0.01250	0.00218	0.50514	0.61122	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.07612	0.00497	0.00000	0.00000	0.00000	0.00000	0.03006	0.00000	0.04331	0.01515	0.03592	0.01454	0.00000	0.01629	0.01848	0.00524	0.00000	0.01592	0.00000	0.03912	0.00272	0.01129	0.00585	0.00000	0.05258	0.20820	0.22276	0.00830	0.00732	0.00361	0.00291	0.00981	0.02743	0.00529	0.01077	0.28001	0.23746	0.00000	0.00000	0.56487	0.62805
pineapple-b	0.00433	0.02200	0.02229	0.01378	0.67810	0.49707	0.76426	0.66892	0.01417	0.00000	0.00691	0.00000	0.00000	0.00397	0.01300	0.01734	0.28495	0.17531	0.00383	0.00293	0.01785	0.00000	0.00000	0.00000	0.63720	0.51860	0.02100	0.02990	0.00000	0.00357	0.00000	0.00000	0.00000	0.00430	0.26355	0.24773	0.03156	0.00000	0.00000	0.01853	0.03768	0.03639	0.03325	0.03384	0.06417	0.03925	0.00485	0.00410	0.01168	0.01078	0.76265	0.58182	0.03399	0.06538	0.02194	0.01937	0.21072	0.20577	0.02366	0.00517	0.02197	0.03003	0.00000	0.00000	0.00000	0.00456	0.01890	0.04745	0.00466	0.00000	1.00000	0.73743	0.28222	0.19733	0.00000	0.00000	0.00350	0.00000	0.02605	0.02871	0.00587	0.00414	0.01467	0.00737	0.01698	0.02492	0.00000	0.00942	0.00000	0.00240	0.00000	0.00000	0.00606	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00591	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00856	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01895	0.00459	0.00568	0.00000	0.00496	0.00598	0.00000	0.00520	0.00000	0.37014	0.20889	0.01239	0.02673	0.02316	0.00684	0.00000	0.00000	0.01565	0.02360
pineapple-s	0.00000	0.03923	0.03203	0.04676	0.61873	0.63400	0.55803	0.70769	0.01018	0.01798	0.01490	0.02200	0.08710	0.15550	0.03161	0.02866	0.17859	0.11951	0.00276	0.00632	0.02886	0.00718	0.00000	0.00820	0.51555	0.46124	0.00880	0.01719	0.00000	0.00577	0.00000	0.00000	0.00602	0.00876	0.18374	0.22382	0.01008	0.00469	0.00000	0.00887	0.01768	0.13115	0.03124	0.00973	0.03962	0.03258	0.00348	0.00000	0.00000	0.00000	0.63914	0.66692	0.00250	0.04328	0.06090	0.07222	0.16071	0.20970	0.00000	0.00990	0.02718	0.04813	0.00000	0.00000	0.00000	0.02951	0.03395	0.07685	0.00000	0.01543	0.73743	1.00000	0.19288	0.28150	0.00000	0.00000	0.02453	0.00760	0.00702	0.01031	0.02391	0.00595	0.00395	0.03399	0.00000	0.03256	0.01294	0.03101	0.00000	0.03841	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00260	0.00000	0.00000	0.00000	0.00000	0.00327	0.00408	0.00000	0.00000	0.00000	0.00000	0.00337	0.01298	0.00000	0.00000	0.00000	0.00000	0.00000	0.00635	0.00974	0.00908	0.00000	0.00408	0.00916	0.00357	0.01289	0.00379	0.01120	0.00000	0.26149	0.21042	0.00411	0.02788	0.01456	0.01905	0.00000	0.00000	0.00000	0.00242
